order_id,customer_id,order_date,region_id,store_id,order_status,shipping_method,shipping_cost,discount_amount,tax_amount,order_total
31715,6574,2025-04-12,3,7,Returned,Express,11.96,0.0,2.54,50.76
31716,12392,2025-03-30,6,13,Completed,Standard,5.88,21.98,10.07,159.82
31717,9729,2025-10-21,1,1,Returned,Express,10.65,12.53,34.66,540.44
31718,9413,2024-12-07,2,4,Completed,Standard,4.59,2.97,2.81,47.5
31719,12292,2025-08-07,5,11,Completed,Next-Day,22.93,6.7,5.52,107.36
31720,6512,2025-09-29,7,16,Returned,Economy,4.51,7.83,33.52,516.89
31721,5378,2025-11-17,3,6,Completed,Economy,2.74,196.21,48.04,737.02
31722,11544,2025-12-25,5,11,Completed,Standard,5.41,27.79,11.38,179.36
31723,2927,2025-05-12,7,17,Completed,Standard,5.31,13.91,36.61,564.98
31724,9014,2025-05-11,3,5,Completed,Standard,3.94,1.27,3.54,58.01
31725,5748,2025-11-23,6,15,Completed,Standard,6.71,118.77,40.78,630.13
31726,9059,2023-09-18,4,9,Completed,Standard,5.2,3.94,5.23,85.21
31727,8823,2025-01-08,8,19,Completed,Standard,7.09,24.14,32.1,497.81
31728,3246,2025-10-01,2,4,Completed,Next-Day,18.11,19.32,5.41,100.8
31729,7512,2025-12-31,6,12,Completed,Standard,7.31,28.1,5.9,97.51
31730,1268,2025-03-08,4,9,Completed,Standard,4.9,0.0,3.69,61.35
31731,10817,2025-12-07,7,16,Completed,Express,17.02,0.0,0.55,25.42
31732,4167,2024-12-27,1,2,Completed,Standard,4.92,33.8,11.74,184.39
31733,11615,2025-10-03,1,3,Completed,Express,13.28,0.0,5.01,89.79
31734,7869,2025-12-31,5,10,Completed,Economy,3.04,0.0,12.0,186.49
31735,2013,2025-04-30,5,10,Completed,Economy,3.14,14.5,22.25,343.29
31736,7373,2024-02-21,3,5,Returned,Express,11.24,0.0,11.94,193.74
31737,12860,2025-10-14,3,8,Completed,Standard,4.17,21.86,15.05,234.16
31738,10404,2025-11-20,3,6,Completed,Standard,3.71,25.35,15.97,247.83
31739,12754,2024-11-24,7,16,Completed,Express,15.06,21.97,5.21,94.72
31740,10118,2024-12-25,8,20,Returned,Express,17.62,50.84,8.3,144.56
31741,190,2024-08-19,1,3,Completed,Standard,4.77,7.81,2.62,44.85
31742,4829,2025-05-15,8,20,Completed,Standard,6.86,0.0,3.53,60.85
31743,9777,2024-04-24,8,20,Completed,Standard,7.17,8.95,3.55,61.41
31744,10705,2025-09-27,3,5,Completed,Express,11.68,15.6,9.83,161.94
31745,10191,2023-10-10,5,11,Completed,Express,12.97,3.51,1.93,42.4
31746,11605,2024-05-03,3,7,Completed,Standard,4.81,20.09,31.77,490.42
31747,730,2025-11-08,5,10,Completed,Economy,3.19,59.47,14.31,221.88
31748,4717,2024-11-24,3,8,Completed,Standard,4.24,48.9,8.29,130.89
31749,4163,2025-05-31,3,6,Completed,Express,11.99,53.93,26.02,409.72
31750,1393,2025-12-31,8,20,Completed,Next-Day,30.37,71.16,20.4,342.21
31751,5565,2025-09-27,7,17,Completed,Express,18.26,28.51,8.5,148.21
31752,6540,2025-09-15,8,18,Completed,Economy,4.73,0.0,2.42,41.71
31753,6364,2024-12-30,8,19,Completed,Standard,6.43,0.0,8.57,137.4
31754,1989,2025-09-04,3,5,Completed,Standard,5.37,0.99,0.63,14.94
31755,2713,2025-09-26,2,4,Cancelled,Standard,4.17,3.33,4.89,78.89
31756,6658,2025-12-31,6,14,Completed,Next-Day,23.85,16.17,7.48,138.21
31757,884,2025-12-29,8,20,Completed,Standard,6.86,42.1,12.19,193.2
31758,9967,2025-08-29,7,17,Completed,Express,17.93,5.01,12.35,206.73
31759,12828,2024-02-08,4,9,Completed,Standard,4.97,0.0,4.92,80.19
31760,13823,2024-06-08,8,18,Completed,Economy,4.08,0.0,1.88,32.81
31761,1480,2024-04-24,8,18,Completed,Express,17.06,4.58,12.63,210.15
31762,11540,2023-11-20,8,20,Returned,Standard,6.82,68.04,33.89,524.8
31763,2375,2024-07-17,5,10,Completed,Economy,3.29,0.0,24.94,384.47
31764,6318,2025-04-19,3,7,Completed,Standard,4.06,0.0,7.77,122.81
31765,4243,2025-05-09,3,8,Completed,Economy,2.6,1.68,4.12,65.6
31766,13936,2024-06-30,1,3,Completed,Standard,4.67,3.17,4.22,69.12
31767,9152,2024-10-05,6,14,Completed,Next-Day,25.95,7.8,2.18,59.33
31768,13344,2025-12-31,3,6,Completed,Standard,3.86,2.98,8.78,138.04
31769,10353,2025-11-04,5,11,Completed,Standard,5.24,4.07,10.09,159.47
31770,9399,2025-03-16,4,9,Completed,Standard,4.87,71.56,42.89,660.44
31771,9206,2025-09-03,7,17,Completed,Standard,6.38,6.83,5.35,88.17
31772,10606,2025-12-05,4,9,Completed,Standard,4.93,7.46,3.91,64.72
31773,14725,2025-11-08,2,4,Completed,Standard,4.53,0.0,30.87,476.44
31774,10815,2025-08-24,3,5,Completed,Standard,4.7,23.23,23.3,360.83
31775,2378,2024-03-12,5,11,Completed,Standard,5.14,5.1,16.77,261.42
31776,13520,2024-11-30,3,8,Completed,Standard,4.38,5.23,6.95,110.65
31777,3393,2025-03-24,1,2,Completed,Standard,4.44,24.69,19.05,295.58
31778,9622,2024-10-21,6,15,Completed,Next-Day,26.72,1.87,4.3,92.42
31779,6652,2024-08-26,3,8,Completed,Economy,2.59,12.24,16.28,251.49
31780,2695,2024-08-21,5,10,Completed,Standard,4.62,0.0,3.17,53.02
31781,7862,2025-12-03,3,5,Completed,Express,10.41,0.0,3.54,64.45
31782,11478,2025-02-10,5,10,Completed,Standard,4.24,64.03,10.96,171.7
31783,10645,2025-06-28,2,4,Completed,Express,14.27,0.0,4.74,86.71
31784,2173,2025-12-31,7,17,Completed,Express,17.94,1.62,2.15,50.84
31785,7872,2024-12-12,5,11,Completed,Economy,3.51,41.14,7.53,118.68
31786,3639,2024-08-15,6,12,Completed,Economy,3.42,0.0,27.54,424.4
31787,8027,2025-05-02,2,4,Completed,Standard,4.41,10.88,6.86,109.22
31788,12340,2025-11-25,3,8,Completed,Standard,4.49,121.61,34.13,526.26
31789,9877,2025-02-23,3,7,Completed,Next-Day,17.52,6.19,3.9,77.11
31790,9127,2025-03-11,2,4,Returned,Standard,4.04,11.6,5.97,95.27
31791,621,2024-07-23,1,3,Returned,Express,11.45,29.99,37.07,578.02
31792,2463,2024-07-08,5,11,Completed,Express,13.98,0.0,7.57,129.68
31793,7101,2025-05-20,4,9,Completed,Express,12.32,23.14,13.33,216.01
31794,7405,2025-05-15,1,1,Completed,Standard,4.31,0.0,10.46,164.18
31795,8061,2024-11-15,4,9,Completed,Standard,5.03,11.88,34.08,526.0
31796,11993,2025-03-22,2,4,Completed,Standard,5.01,5.81,2.7,46.34
31797,2774,2025-08-18,1,2,Completed,Standard,4.4,7.75,9.46,148.99
31798,1079,2025-03-02,5,10,Completed,Express,13.97,92.79,62.14,963.81
31799,12883,2024-06-08,3,7,Completed,Economy,2.63,16.58,50.66,776.99
31800,14825,2023-06-19,1,3,Completed,Standard,5.05,4.78,34.85,537.82
31801,8571,2025-09-30,6,12,Completed,Next-Day,24.55,0.0,13.08,224.5
31802,4035,2025-09-20,1,3,Completed,Express,10.61,0.0,2.03,41.64
31803,12762,2025-02-02,6,13,Returned,Standard,6.58,4.05,20.71,323.09
31804,2917,2024-10-22,6,15,Completed,Standard,6.17,18.57,43.4,669.58
31805,12560,2024-12-13,1,2,Completed,Economy,2.58,63.14,13.01,201.4
31806,4381,2024-12-18,5,10,Completed,Standard,4.78,35.84,13.01,203.59
31807,12944,2025-08-24,2,4,Completed,Standard,4.91,0.0,14.21,222.08
31808,7952,2025-12-02,5,11,Completed,Express,15.23,8.57,11.4,189.51
31809,4787,2025-05-11,1,2,Completed,Next-Day,20.1,25.33,15.96,263.99
31810,10574,2024-05-02,3,7,Completed,Next-Day,19.17,2.37,3.15,67.28
31811,11472,2025-07-18,4,9,Completed,Standard,5.34,23.58,21.87,339.6
31812,7228,2023-05-09,1,1,Completed,Express,10.87,6.94,9.22,151.87
31813,12733,2025-10-19,1,3,Cancelled,Standard,3.5,131.66,38.43,590.9
31814,7671,2024-07-17,2,4,Completed,Standard,4.44,14.64,11.06,173.54
31815,5901,2025-08-30,2,4,Completed,Economy,2.79,18.69,22.34,344.21
31816,8095,2025-10-30,4,9,Cancelled,Express,12.57,5.92,7.68,129.91
31817,5938,2024-01-11,1,2,Completed,Express,11.21,0.0,0.41,17.47
31818,9828,2025-09-08,2,4,Completed,Standard,4.9,1.64,1.04,20.73
31819,3526,2025-12-24,6,14,Completed,Standard,6.22,69.82,60.17,925.93
31820,10647,2024-03-10,2,4,Completed,Economy,2.76,0.0,8.37,130.71
31821,9780,2024-11-04,4,9,Completed,Express,13.42,101.45,36.48,571.02
31822,8915,2023-12-16,2,4,Completed,Standard,4.93,5.98,7.96,126.55
31823,3999,2025-05-25,6,14,Completed,Standard,6.1,2.58,16.59,259.7
31824,1826,2025-05-31,8,18,Returned,Standard,7.6,9.29,5.65,93.92
31825,5298,2025-09-22,3,5,Completed,Express,11.35,42.99,50.41,781.92
31826,12502,2025-12-09,3,6,Completed,Standard,4.29,18.95,14.31,223.0
31827,7691,2025-05-15,3,5,Cancelled,Next-Day,14.74,0.56,26.78,424.15
31828,3971,2023-10-16,3,6,Cancelled,Express,10.17,9.53,12.66,203.75
31829,10728,2023-12-10,1,3,Completed,Economy,3.1,6.94,9.23,144.15
31830,9064,2025-04-14,7,17,Completed,Next-Day,24.69,14.42,39.6,630.07
31831,12990,2025-12-14,3,7,Returned,Standard,4.21,1.72,26.01,401.75
31832,7839,2025-09-14,3,5,Completed,Standard,3.63,0.66,3.5,57.12
31833,4628,2025-10-23,5,11,Completed,Express,12.92,25.43,8.88,148.61
31834,10407,2025-10-02,5,10,Completed,Standard,5.91,6.12,8.14,130.3
31835,2060,2024-09-25,4,9,Completed,Standard,4.8,0.0,6.38,102.32
31836,10674,2025-03-30,6,13,Completed,Standard,6.14,10.81,8.96,143.07
31837,7164,2025-12-30,6,15,Completed,Standard,5.72,9.81,42.69,658.29
31838,12030,2024-09-20,7,17,Cancelled,Express,18.82,58.94,44.04,692.05
31839,11626,2023-12-21,5,11,Completed,Standard,4.69,47.83,19.38,300.98
31840,12349,2024-03-13,5,11,Completed,Express,13.57,5.03,6.69,115.83
31841,2861,2025-12-29,7,16,Completed,Express,14.33,9.24,2.59,53.9
31842,2157,2025-06-13,4,9,Cancelled,Economy,3.01,0.0,1.16,20.81
31843,13166,2024-06-28,8,20,Cancelled,Express,18.86,23.73,31.56,501.3
31844,3807,2025-01-26,1,1,Completed,Standard,4.66,37.28,22.87,354.2
31845,11465,2024-02-12,3,7,Completed,Express,10.29,0.0,3.61,65.46
31846,5674,2025-11-01,8,19,Completed,Standard,7.09,33.41,19.72,308.57
31847,1143,2025-01-10,5,10,Completed,Economy,2.37,0.0,5.0,78.77
31848,9994,2023-08-31,3,6,Completed,Economy,2.3,0.0,20.84,320.84
31849,1209,2025-02-07,7,16,Completed,Express,17.01,0.0,6.38,114.58
31850,8223,2025-09-18,6,13,Completed,Economy,3.0,51.52,32.46,499.13
31851,10636,2025-12-31,1,1,Completed,Express,11.2,37.69,33.28,519.9
31852,1535,2025-12-07,4,9,Completed,Standard,5.38,11.4,22.35,347.07
31853,2194,2025-12-17,2,4,Completed,Next-Day,19.89,0.0,3.75,77.16
31854,4817,2024-09-05,2,4,Completed,Express,13.03,25.95,14.36,232.6
31855,11850,2023-10-12,4,9,Cancelled,Standard,5.21,11.19,24.7,382.74
31856,9685,2025-04-08,5,10,Completed,Standard,5.16,1.67,6.43,103.39
31857,4005,2025-10-09,7,17,Completed,Next-Day,26.72,22.6,38.0,607.6
31858,12281,2025-12-22,2,4,Completed,Next-Day,19.5,0.0,4.92,94.68
31859,771,2023-09-25,5,11,Completed,Next-Day,18.72,3.8,5.05,95.97
31860,14138,2025-07-07,3,6,Completed,Standard,3.8,1.23,1.64,28.86
31861,12277,2025-07-23,1,2,Completed,Standard,3.83,48.58,35.12,540.72
31862,12287,2025-11-27,2,4,Completed,Standard,5.19,65.65,15.76,246.04
31863,11646,2025-12-31,8,18,Completed,Economy,4.53,27.14,36.09,556.18
31864,5380,2025-02-13,1,2,Completed,Standard,4.37,56.95,35.88,552.82
31865,4022,2025-11-23,3,7,Completed,Standard,3.79,13.84,19.93,308.37
31866,12010,2025-05-11,6,13,Returned,Express,16.99,10.56,33.9,535.24
31867,8941,2025-07-04,2,4,Completed,Standard,5.04,0.0,0.38,10.9
31868,14487,2025-12-22,1,1,Completed,Standard,4.44,20.74,3.39,56.21
31869,10019,2025-12-14,4,9,Completed,Standard,4.36,85.78,22.62,350.12
31870,10319,2025-06-29,4,9,Completed,Express,13.4,24.55,28.7,452.09
31871,12236,2025-08-30,4,9,Cancelled,Standard,4.71,24.29,20.07,311.49
31872,14299,2025-12-03,3,5,Completed,Standard,4.46,13.23,7.8,123.64
31873,13137,2025-12-26,1,3,Pending,Express,13.28,26.83,16.11,259.57
31874,3492,2024-12-31,5,10,Pending,Standard,4.62,11.26,14.97,233.46
31875,5224,2025-07-11,4,9,Completed,Next-Day,17.11,10.35,13.77,227.61
31876,4890,2025-05-11,1,1,Completed,Express,12.39,0.0,15.22,244.99
31877,10503,2025-09-14,2,4,Completed,Standard,4.25,0.0,19.68,305.02
31878,125,2025-12-27,6,15,Returned,Economy,4.36,75.59,32.7,504.23
31879,2168,2025-12-31,1,3,Completed,Standard,4.59,25.78,4.21,68.94
31880,8015,2025-03-26,4,9,Completed,Standard,4.66,1.73,0.48,12.05
31881,10055,2024-10-24,5,10,Completed,Express,13.3,0.0,4.84,87.22
31882,8235,2024-10-27,5,10,Completed,Express,12.29,10.76,14.31,231.04
31883,3548,2023-04-03,7,17,Completed,Standard,7.55,11.58,48.95,755.78
31884,3669,2024-12-21,1,1,Completed,Economy,2.92,146.13,26.74,411.68
31885,1952,2025-02-20,3,6,Completed,Express,11.56,21.46,22.35,353.15
31886,1308,2023-05-14,8,19,Completed,Economy,4.45,0.0,51.84,796.87
31887,13125,2025-06-29,8,20,Completed,Standard,6.53,16.56,6.57,106.92
31888,9549,2025-05-14,1,2,Completed,Express,13.03,29.47,5.98,104.49
31889,10465,2024-09-08,5,11,Completed,Next-Day,20.41,8.71,51.63,809.61
31890,8401,2025-12-31,1,1,Completed,Standard,4.86,3.23,0.53,12.93
31891,5023,2024-12-29,5,10,Completed,Standard,5.78,30.03,6.31,102.18
31892,2330,2025-01-14,1,3,Completed,Standard,4.2,0.0,3.4,56.13
31893,6019,2024-04-14,3,6,Completed,Express,10.03,0.0,5.47,93.67
31894,5337,2024-12-26,8,19,Completed,Express,18.66,66.49,23.48,377.59
31895,3974,2025-02-06,5,10,Completed,Next-Day,21.83,19.42,15.77,262.88
31896,3572,2025-09-12,8,18,Completed,Next-Day,27.99,19.15,11.09,197.54
31897,11739,2025-10-11,6,14,Completed,Standard,6.29,41.71,6.81,110.43
31898,869,2025-01-04,5,10,Completed,Economy,3.61,1.35,1.8,31.07
31899,6463,2024-03-05,6,13,Completed,Standard,6.1,0.0,3.5,59.56
31900,163,2024-05-26,5,10,Completed,Standard,5.58,0.0,33.89,523.58
31901,12428,2024-02-21,4,9,Completed,Express,13.0,7.76,7.49,127.43
31902,1114,2025-07-03,1,3,Returned,Express,12.23,5.12,2.03,43.24
31903,4794,2024-12-08,1,3,Completed,Standard,4.59,10.41,13.85,216.29
31904,11229,2025-11-25,1,2,Returned,Standard,5.02,23.96,7.4,118.2
31905,827,2025-08-26,1,1,Completed,Next-Day,17.45,27.18,10.12,172.13
31906,10112,2025-12-31,4,9,Completed,Standard,5.16,121.32,25.36,392.82
31907,9194,2024-08-03,8,20,Completed,Standard,6.31,0.0,14.98,235.31
31908,474,2025-02-25,1,2,Completed,Economy,2.64,0.0,1.04,18.5
31909,784,2024-11-15,4,9,Completed,Standard,4.64,7.35,3.11,52.24
31910,7804,2025-12-31,6,15,Completed,Next-Day,25.56,0.0,1.69,51.4
31911,3665,2024-04-29,3,8,Completed,Economy,2.57,9.69,6.1,95.85
31912,2687,2025-06-04,1,1,Returned,Express,13.17,1.92,3.36,64.49
31913,434,2025-05-27,6,13,Completed,Standard,5.77,3.47,4.61,76.23
31914,14545,2023-03-08,2,4,Completed,Standard,4.5,0.0,9.7,152.71
31915,6934,2025-12-31,5,11,Returned,Economy,2.8,16.03,21.31,328.54
31916,7329,2025-08-19,4,9,Completed,Standard,5.9,15.49,28.43,440.52
31917,12372,2024-07-21,4,9,Completed,Express,14.05,0.0,15.5,250.98
31918,11046,2025-12-31,4,9,Returned,Next-Day,22.27,45.05,37.8,600.05
31919,7497,2025-09-17,4,9,Cancelled,Next-Day,19.3,7.47,2.96,64.59
31920,10025,2025-03-21,6,13,Completed,Next-Day,25.78,25.21,25.84,420.72
31921,14975,2025-12-11,4,9,Completed,Next-Day,21.53,5.21,6.93,127.44
31922,2112,2025-08-09,3,5,Completed,Standard,4.62,2.71,3.6,59.64
31923,2796,2025-10-06,8,19,Returned,Next-Day,29.91,0.0,1.32,50.11
31924,3027,2025-11-13,3,7,Completed,Next-Day,14.91,4.66,1.3,34.85
31925,5149,2025-10-20,7,16,Completed,Express,18.37,0.0,2.54,57.16
31926,5109,2025-08-15,2,4,Completed,Standard,4.78,5.86,1.64,29.86
31927,3566,2025-11-17,3,5,Completed,Standard,4.15,1.72,2.29,39.09
31928,2694,2025-08-26,5,11,Completed,Economy,2.97,107.49,39.93,613.37
31929,12287,2025-12-11,2,4,Completed,Express,12.86,42.02,9.43,157.07
31930,11696,2025-08-13,5,11,Completed,Express,16.0,0.0,30.6,483.72
31931,13942,2023-07-07,1,2,Completed,Economy,2.7,11.43,18.79,289.85
31932,4461,2025-10-30,1,2,Completed,Economy,2.61,0.0,4.43,70.36
31933,4171,2025-10-01,3,8,Completed,Standard,4.39,13.29,12.35,193.19
31934,5467,2025-06-07,1,3,Completed,Next-Day,19.71,0.0,33.73,535.27
31935,9760,2023-10-24,8,19,Completed,Express,15.16,14.25,31.31,493.8
31936,14847,2025-12-22,4,9,Completed,Standard,4.66,2.66,2.83,47.91
31937,5483,2025-12-11,4,9,Completed,Standard,4.15,22.9,3.74,61.34
31938,4645,2025-07-31,3,8,Pending,Standard,4.66,0.0,12.42,194.46
31939,2899,2025-12-31,1,2,Completed,Express,11.25,80.74,21.83,344.93
31940,873,2025-04-30,5,11,Completed,Standard,5.41,8.88,5.59,90.9
31941,5507,2023-10-10,4,9,Completed,Economy,3.15,9.65,39.64,609.13
31942,5486,2025-09-13,8,18,Completed,Standard,7.11,9.7,12.9,204.31
31943,11639,2025-09-17,1,3,Completed,Economy,2.76,0.0,12.94,200.5
31944,13365,2025-08-31,8,20,Completed,Standard,7.64,7.11,1.16,25.39
31945,12522,2025-12-31,6,12,Completed,Standard,6.31,25.4,7.1,114.77
31946,14866,2024-09-04,4,9,Cancelled,Standard,5.04,18.46,31.22,482.2
31947,988,2024-05-12,5,11,Completed,Standard,5.39,6.92,22.88,355.12
31948,12143,2025-07-28,5,10,Completed,Next-Day,21.46,0.0,8.82,156.25
31949,8228,2024-08-30,2,4,Completed,Standard,4.87,27.48,23.24,360.13
31950,14360,2023-05-29,4,9,Completed,Economy,3.26,42.97,18.23,281.89
31951,9476,2025-12-31,5,11,Completed,Economy,2.9,17.85,8.72,136.19
31952,4021,2025-09-15,4,9,Completed,Standard,4.85,0.0,9.15,144.74
31953,12425,2023-07-29,8,19,Completed,Standard,6.46,0.0,17.05,267.04
31954,7154,2025-01-13,2,4,Completed,Express,11.13,2.62,3.49,64.5
31955,9939,2023-05-03,3,7,Completed,Express,10.33,32.41,13.74,220.32
31956,3056,2025-07-22,7,17,Completed,Standard,6.2,30.82,9.08,145.06
31957,10403,2025-02-25,5,10,Completed,Express,13.62,36.95,16.52,266.17
31958,4449,2025-07-30,5,10,Completed,Express,13.42,10.56,2.96,58.63
31959,4628,2025-11-15,5,11,Completed,Express,13.25,12.02,5.26,93.71
31960,2021,2025-12-31,3,5,Completed,Standard,5.06,61.21,10.21,161.14
31961,11779,2025-06-24,5,10,Completed,Economy,2.78,0.0,9.95,154.94
31962,1919,2025-04-30,4,9,Completed,Express,13.26,12.72,31.0,487.06
31963,3437,2025-06-19,1,2,Completed,Economy,2.8,13.43,16.96,262.01
31964,4770,2025-09-21,1,2,Completed,Standard,5.52,21.46,9.0,143.05
31965,4520,2025-08-19,4,9,Completed,Standard,4.77,51.08,17.68,274.96
31966,2822,2025-12-08,5,11,Completed,Standard,4.71,33.75,8.15,129.26
31967,1391,2025-05-30,4,9,Completed,Next-Day,19.94,19.38,63.82,995.54
31968,1759,2025-11-13,6,13,Completed,Standard,6.04,0.0,4.93,81.35
31969,7544,2025-11-04,8,20,Completed,Express,20.02,34.09,40.02,631.69
31970,4587,2025-11-19,3,7,Completed,Express,11.51,9.61,8.24,137.53
31971,1365,2024-08-02,7,17,Completed,Standard,5.84,0.8,8.62,137.66
31972,11408,2025-12-13,4,9,Completed,Standard,5.28,7.69,5.04,82.29
31973,1825,2025-07-26,2,4,Completed,Next-Day,22.24,0.0,3.69,78.63
31974,6093,2024-08-07,1,2,Completed,Standard,4.28,17.78,17.93,278.3
31975,5107,2025-08-16,8,20,Completed,Standard,7.12,2.15,12.24,194.25
31976,1188,2024-07-08,5,11,Completed,Standard,5.08,0.0,13.26,207.71
31977,6543,2024-12-19,6,15,Completed,Express,14.74,3.16,0.88,28.25
31978,5916,2025-04-26,3,8,Completed,Standard,3.27,7.13,12.74,198.02
31979,163,2024-02-12,3,7,Completed,Standard,4.76,0.0,5.66,91.33
31980,1283,2025-10-20,3,6,Completed,Standard,4.86,2.25,4.21,69.27
31981,11033,2025-07-04,4,9,Completed,Economy,3.03,5.25,14.22,220.39
31982,3487,2025-12-23,4,9,Completed,Standard,4.22,10.84,9.43,148.31
31983,12928,2025-11-29,5,11,Completed,Standard,5.19,5.87,16.72,260.78
31984,13998,2025-12-20,1,1,Completed,Express,12.81,90.05,28.87,454.1
31985,7977,2025-09-07,6,14,Completed,Standard,6.46,15.43,65.61,1009.32
31986,4983,2024-12-30,5,11,Cancelled,Standard,4.98,13.28,5.92,95.52
31987,14275,2025-02-18,1,3,Completed,Standard,4.41,14.98,12.97,202.67
31988,9185,2025-12-31,1,3,Completed,Standard,4.58,7.07,2.8,47.42
31989,2419,2024-07-22,5,11,Completed,Express,13.03,0.0,12.56,205.03
31990,12135,2025-02-14,2,4,Completed,Standard,4.97,0.86,0.54,13.23
31991,5785,2025-06-19,7,17,Completed,Standard,7.29,1.51,2.01,38.01
31992,10471,2024-11-27,8,19,Completed,Standard,8.22,23.37,15.69,247.99
31993,1937,2025-08-03,3,6,Completed,Next-Day,14.99,10.66,14.18,231.73
31994,864,2025-12-16,1,1,Completed,Standard,4.65,23.58,8.62,136.45
31995,13488,2024-10-06,3,7,Completed,Express,11.65,7.04,4.43,79.4
31996,3485,2023-12-10,4,9,Completed,Economy,2.99,28.18,17.75,274.28
31997,1019,2025-10-12,1,3,Completed,Express,10.72,0.0,1.14,28.18
31998,12376,2024-04-18,3,6,Completed,Standard,4.24,20.69,13.04,203.51
31999,7805,2023-12-17,2,4,Completed,Express,12.45,53.31,67.21,1039.78
32000,14031,2024-07-08,1,2,Completed,Express,12.22,16.7,25.18,397.16
32001,12160,2023-07-26,5,11,Returned,Standard,5.58,0.53,2.46,43.21
32002,10307,2025-06-27,1,2,Completed,Standard,5.18,18.21,21.75,337.59
32003,4614,2024-12-10,3,5,Completed,Economy,2.64,95.22,35.08,538.85
32004,12498,2025-11-01,3,8,Completed,Standard,4.5,84.53,13.81,215.53
32005,612,2025-12-31,5,10,Completed,Standard,5.87,36.77,29.44,455.91
32006,5552,2025-07-21,3,7,Completed,Standard,4.67,3.41,11.68,183.16
32007,737,2024-09-25,2,4,Cancelled,Express,11.89,0.0,15.8,253.38
32008,3179,2023-06-18,3,7,Completed,Standard,3.62,9.51,5.99,95.2
32009,468,2025-08-05,1,1,Completed,Standard,4.46,57.51,24.24,374.96
32010,5901,2025-05-05,2,4,Completed,Next-Day,16.36,0.0,5.06,93.64
32011,12047,2024-05-11,1,1,Completed,Standard,4.73,25.57,18.89,293.43
32012,843,2025-12-31,5,10,Cancelled,Next-Day,23.06,18.82,7.46,137.16
32013,14211,2025-09-11,2,4,Completed,Express,11.96,12.17,8.82,146.81
32014,1676,2025-12-31,2,4,Returned,Standard,4.74,0.0,3.26,54.61
32015,4505,2023-11-30,6,14,Completed,Standard,6.23,0.0,23.19,360.77
32016,6837,2024-07-04,7,16,Completed,Standard,6.9,8.74,5.88,96.8
32017,13562,2024-01-21,8,19,Completed,Standard,6.82,0.0,7.67,124.12
32018,14275,2025-10-30,1,3,Completed,Express,12.09,7.96,8.39,140.4
32019,14566,2025-03-01,3,6,Completed,Express,10.73,4.19,35.8,557.97
32020,11748,2024-10-01,3,6,Completed,Next-Day,15.91,0.0,0.39,21.88
32021,5345,2024-05-12,1,3,Completed,Standard,4.51,16.88,16.44,255.85
32022,5545,2024-01-08,8,20,Completed,Standard,7.16,41.8,8.78,141.34
32023,12025,2025-10-04,1,2,Completed,Next-Day,15.33,0.0,1.76,42.28
32024,6662,2025-08-23,2,4,Completed,Express,11.55,0.0,1.48,34.11
32025,6470,2024-03-04,8,20,Completed,Economy,4.51,7.67,33.15,511.21
32026,14068,2025-11-28,6,14,Completed,Economy,4.03,4.88,6.5,103.33
32027,13635,2023-12-15,2,4,Completed,Standard,4.3,45.44,12.72,198.79
32028,10149,2025-07-02,1,3,Completed,Standard,4.78,5.44,5.92,95.22
32029,1248,2024-10-29,2,4,Completed,Express,12.38,26.95,17.32,277.15
32030,6603,2025-10-18,1,2,Completed,Next-Day,18.73,0.0,7.73,136.92
32031,8437,2025-12-18,1,3,Completed,Economy,2.76,75.79,29.15,448.37
32032,3496,2025-12-31,3,8,Completed,Standard,4.55,5.18,35.87,552.8
32033,3598,2024-06-13,3,8,Completed,Standard,4.68,24.56,5.73,92.25
32034,6739,2025-10-08,2,4,Completed,Next-Day,20.71,0.0,1.64,45.78
32035,6099,2025-02-05,4,9,Completed,Standard,5.18,10.32,36.64,565.26
32036,10217,2024-05-23,1,1,Completed,Express,12.94,2.5,24.56,388.33
32037,2150,2024-05-25,4,9,Completed,Standard,4.72,13.91,17.9,278.3
32038,7907,2023-10-19,4,9,Completed,Standard,5.5,10.96,10.37,163.97
32039,2043,2024-11-28,1,2,Completed,Express,11.22,84.9,27.81,436.35
32040,14798,2024-11-25,1,2,Completed,Express,11.29,14.5,41.58,646.86
32041,10161,2025-12-18,5,10,Completed,Economy,3.0,0.0,3.35,54.23
32042,14073,2024-09-25,3,8,Returned,Standard,4.85,0.0,6.65,106.52
32043,8324,2024-08-07,3,7,Completed,Standard,4.15,7.25,3.62,59.5
32044,14265,2025-08-18,2,4,Completed,Next-Day,17.09,8.69,11.56,193.79
32045,1933,2025-01-10,3,6,Completed,Express,10.47,0.0,7.62,126.93
32046,50,2025-12-22,5,11,Completed,Express,14.41,20.02,4.2,78.67
32047,2444,2025-07-07,1,1,Completed,Next-Day,16.49,8.4,5.29,97.36
32048,2373,2025-02-16,5,10,Completed,Next-Day,21.29,50.68,42.68,673.72
32049,2780,2025-12-26,7,16,Completed,Standard,6.88,11.76,36.62,566.66
32050,12646,2025-12-31,1,2,Completed,Standard,4.79,4.63,13.43,210.03
32051,2558,2024-12-16,6,12,Returned,Economy,3.99,34.2,37.16,571.94
32052,624,2025-05-15,3,7,Returned,Standard,3.59,1.76,2.35,39.48
32053,11698,2024-02-03,1,1,Completed,Express,9.65,29.57,9.67,157.4
