return_id,order_id,return_date,return_reason,refund_amount
2946,23367,2025-01-10,Damaged,422.58
2947,23377,2026-01-22,Size Issue,337.48
2948,23384,2025-09-14,Damaged,210.99
2949,23401,2025-02-08,Poor Quality,16.0
2950,23413,2025-02-21,Damaged,250.51
2951,23414,2025-05-17,Size Issue,113.65
2952,23445,2025-10-28,Poor Quality,41.46
2953,23449,2025-09-18,Size Issue,348.78
2954,23458,2025-05-30,Size Issue,677.62
2955,23462,2025-01-16,Late Delivery,360.94
2956,23464,2024-10-29,Poor Quality,295.75
2957,23467,2025-10-02,Customer Changed Mind,59.84
2958,23472,2025-06-17,Damaged,44.56
2959,23476,2024-12-22,Poor Quality,214.39
2960,23478,2024-12-09,Size Issue,31.43
2961,23479,2024-12-28,Damaged,20.08
2962,23483,2026-01-04,Damaged,1358.8
2963,23486,2025-05-25,Size Issue,129.98
2964,23514,2025-07-09,Size Issue,182.93
2965,23517,2024-08-22,Wrong Item,124.45
2966,23526,2024-12-22,Damaged,378.91
2967,23532,2025-10-20,Damaged,250.73
2968,23533,2025-12-25,wrong item,51.14
2969,23535,2023-09-25,Wrong Item,159.8
2970,23540,2026-01-16,Size Issue,138.61
2971,23543,2025-12-26,Size Issue,718.53
2972,23545,2025-11-10,Customer Changed Mind,184.32
2973,23552,2025-08-21,Poor Quality,484.89
2974,23553,2024-09-16,Late Delivery,218.32
2975,23558,2025-02-17,Damaged,30.91
2976,23570,2025-07-22,Size Issue,339.74
2977,23579,2025-08-07,Damaged,1260.24
2978,23589,2025-05-05,Wrong Item,452.56
2979,23614,2025-04-25,Wrong Item,42.26
2980,23615,2025-02-10,Customer Changed Mind,299.74
2981,23636,2025-10-08,Damaged,54.48
2982,23637,2024-09-09,Size Issue,240.91
2983,23648,2025-09-16,Poor Quality,51.81
2984,23652,2025-09-24,Late Delivery,178.97
2985,23654,2025-03-28,Size Issue,102.25
2986,23656,2025-09-06,Late Delivery,96.04
2987,23674,2025-08-26,Poor Quality,23.72
2988,23679,2024-09-27,Size Issue,305.71
2989,23681,2025-10-04,Size Issue,78.53
2990,23688,2026-01-27,Size Issue,34.82
2991,23700,2025-02-25,Size Issue,145.76
2992,23716,2025-10-12,Wrong Item,168.24
2993,23723,2025-07-17,Size Issue,326.46
2994,23727,2024-09-08,Wrong Item,58.36
2995,23752,2026-01-29,Customer Changed Mind,264.0
2996,23783,2025-07-07,Customer Changed Mind,226.15
2997,23785,2025-10-07,Customer Changed Mind,44.28
2998,23789,2025-10-18,Wrong Item,168.11
2999,23798,2025-12-13,Wrong Item,188.27
3000,23802,2025-11-19,Poor Quality,257.33
3001,23803,2023-06-04,Damaged,97.29
3002,23814,2025-11-23,Poor Quality,141.48
3003,23819,2025-09-20,Size Issue,144.45
3004,23829,2024-05-11,Poor Quality,241.15
3005,23844,2025-08-03,Size Issue,111.34
3006,23848,2025-04-25,Damaged,288.06
3007,23850,2025-05-26,Late Delivery,563.93
3008,23852,2026-01-23,Wrong Item,454.5
3009,23861,2025-10-10,Size Issue,150.9
3010,23865,2026-01-13,Damaged,280.97
3011,23870,2024-12-04,Customer Changed Mind,57.84
3012,23871,2024-02-16,Wrong Item,40.82
3013,23876,2025-04-25,Wrong Item,86.23
3014,23882,2026-01-10,Poor Quality,10.99
3015,23888,2024-02-16,Size Issue,12.2
3016,23895,2024-06-10,Size Issue,280.04
3017,23898,2024-11-20,Poor Quality,139.35
3018,23907,2024-10-13,Size Issue,74.63
3019,23918,2024-07-30,Wrong Item,54.57
3020,23924,2025-02-19,Wrong Item,493.95
3021,23925,2026-01-10,Size Issue,10.38
3022,23932,2025-04-30,Size Issue,409.1
3023,23935,2025-02-13,Customer Changed Mind,110.58
3024,23943,2024-02-29,Poor Quality,80.46
3025,23950,2025-06-22,Size Issue,119.07
3026,23952,2024-07-15,Wrong Item,65.4
3027,23966,2024-04-02,Size Issue,217.22
3028,23970,2025-12-30,Damaged,44.69
3029,23971,2025-11-15,Late Delivery,319.16
3030,23977,2024-09-19,Poor Quality,468.04
3031,23978,2024-12-31,Damaged,253.03
3032,23984,2025-03-11,Size Issue,518.08
3033,23987,2024-11-17,Damaged,162.68
3034,24002,2025-03-15,Wrong Item,35.47
3035,24004,2025-06-28,Size Issue,108.14
3036,24005,2025-01-12,Late Delivery,64.86
3037,24013,2026-01-21,Customer Changed Mind,719.22
3038,24032,2025-09-06,Late Delivery,317.86
3039,24041,2025-05-29,Customer Changed Mind,59.75
3040,24045,2026-01-23,Damaged,778.58
3041,24068,2025-06-03,Poor Quality,260.71
3042,24077,2026-01-02,Wrong Item,280.59
3043,24097,2026-01-10,Late Delivery,14.49
3044,24098,2024-07-16,Wrong Item,352.59
3045,24107,2025-08-07,Late Delivery,364.61
3046,24111,2025-10-05,Size Issue,70.53
3047,24117,2025-11-15,Wrong Item,307.9
3048,24120,2026-01-07,Size Issue,130.37
3049,24121,2026-01-05,Size Issue,109.01
3050,24122,2025-12-26,Late Delivery,417.19
3051,24128,2025-10-11,Customer Changed Mind,69.18
3052,24140,2024-01-31,Size Issue,73.69
3053,24164,2025-03-02,Late Delivery,439.96
3054,24173,2023-11-22,Damaged,38.32
3055,24179,2025-01-03,Poor Quality,103.5
3056,24201,2024-04-27,Damaged,365.72
3057,24203,2025-07-17,Damaged,71.53
3058,24204,2025-12-05,Poor Quality,54.53
3059,24210,2023-04-17,Wrong Item,40.88
3060,24213,2025-02-20,Damaged,121.42
3061,24224,2025-06-20,Wrong Item,20.73
3062,24238,2025-09-06,Customer Changed Mind,369.23
3063,24243,2024-12-08,Damaged,31.69
3064,24246,2024-08-17,Customer Changed Mind,201.94
3065,24251,2025-05-25,Size Issue,222.62
3066,24262,2025-02-18,Late Delivery,476.29
3067,24277,2023-11-25,Customer Changed Mind,676.34
3068,24286,2025-11-23,Size Issue,520.2
3069,24290,2025-11-21,Size Issue,60.88
3070,24292,2025-02-14,Wrong Item,68.53
3071,24294,2024-01-31,Customer Changed Mind,36.53
3072,24300,2025-01-01,Customer Changed Mind,19.72
3073,24314,2025-05-10,Customer Changed Mind,106.4
3074,24320,2024-10-25,Poor Quality,152.72
3075,24323,2025-10-23,Wrong Item,181.56
3076,24327,2025-09-24,Damaged,98.62
3077,24338,2025-11-01,Damaged,122.32
3078,24350,2025-11-23,Customer Changed Mind,784.72
3079,24363,2025-04-26,Size Issue,529.97
3080,24365,2025-02-28,Late Delivery,152.5
3081,24381,2026-01-17,Poor Quality,680.75
3082,24383,2024-06-15,Damaged,177.93
3083,24393,2025-11-14,Customer Changed Mind,55.93
3084,24400,2025-09-21,Damaged,115.5
3085,24413,2023-07-24,Late Delivery,97.95
3086,24430,2024-01-14,Size Issue,192.62
3087,24435,2025-07-06,Poor Quality,566.74
3088,24438,2025-06-28,Size Issue,26.98
3089,24439,2024-08-28,Wrong Item,29.56
3090,24445,2025-02-01,Customer Changed Mind,415.24
3091,24451,2025-04-06,Customer Changed Mind,31.55
3092,24481,2024-10-25,Customer Changed Mind,76.41
3093,24485,2025-05-27,Customer Changed Mind,656.42
3094,24501,2024-10-21,Poor Quality,339.93
3095,24504,2025-05-21,Poor Quality,433.84
3096,24509,2025-12-27,Wrong Item,99.73
3097,24511,2026-01-17,Poor Quality,29.1
3098,24515,2025-04-06,Customer Changed Mind,135.33
3099,24522,2026-01-21,Poor Quality,170.16
3100,24533,2025-12-17,Wrong Item,143.84
3101,24538,2023-06-24,Size Issue,148.69
3102,24541,2024-01-20,Damaged,182.05
3103,24545,2026-01-19,Poor Quality,156.42
3104,24554,2026-01-29,Wrong Item,596.44
3105,24557,2025-08-23,Customer Changed Mind,206.41
3106,24559,2024-07-16,Poor Quality,199.18
3107,24570,2025-02-24,Late Delivery,83.65
3108,24584,2025-09-12,Size Issue,250.26
3109,24586,2024-08-13,Late Delivery,127.39
3110,24594,2024-08-06,Size Issue,237.91
3111,24597,2024-11-27,Size Issue,344.68
3112,24600,2025-07-13,Wrong Item,136.39
3113,24608,2025-01-09,Size Issue,81.54
3114,24613,2024-09-28,Poor Quality,499.62
3115,24634,2025-10-19,Wrong Item,441.19
3116,24636,2025-10-16,Damaged,23.29
3117,24638,2024-09-15,Damaged,157.01
3118,24639,2024-08-26,Customer Changed Mind,359.54
3119,24643,2023-05-30,Poor Quality,131.98
3120,24669,2024-04-18,Poor Quality,155.48
3121,24673,2025-06-18,Size Issue,316.63
3122,24676,2025-08-28,Size Issue,94.56
3123,24678,2026-01-06,Wrong Item,156.0
3124,24685,2025-10-16,Size Issue,155.83
3125,24689,2024-10-13,Poor Quality,101.77
3126,24690,2025-10-19,Poor Quality,515.8
3127,24696,2026-01-05,Size Issue,47.24
3128,24702,2024-12-23,Size Issue,816.43
3129,24718,2025-05-28,Size Issue,65.86
3130,24725,2025-08-24,Customer Changed Mind,551.69
3131,24730,2024-06-02,Poor Quality,82.77
3132,24740,2026-01-05,Size Issue,119.4
3133,24743,2023-12-09,Size Issue,86.05
3134,24745,2024-03-06,Poor Quality,222.37
3135,24761,2023-11-06,Size Issue,101.6
3136,24785,2024-06-16,Customer Changed Mind,85.9
3137,24802,2025-08-09,Late Delivery,233.79
3138,24829,2025-10-09,Late Delivery,229.16
3139,24842,2025-03-07,Poor Quality,100.07
3140,24848,2024-05-05,Size Issue,190.08
3141,24858,2025-08-06,Poor Quality,270.1
3142,24860,2025-10-21,Customer Changed Mind,308.52
3143,24881,2025-10-16,Late Delivery,44.91
3144,24885,2025-06-14,Damaged,463.98
3145,24891,2025-10-08,Damaged,71.28
3146,24895,2025-06-10,Size Issue,148.74
3147,24906,2024-09-05,Wrong Item,66.63
3148,24927,2025-11-23,Damaged,187.0
3149,24932,2025-09-18,Customer Changed Mind,427.79
3150,24934,2025-02-12,Size Issue,73.93
3151,24939,2024-06-23,Wrong Item,65.71
3152,24951,2024-07-18,Size Issue,867.88
3153,24960,2025-12-25,Poor Quality,391.1
3154,24974,2024-09-15,Wrong Item,137.71
3155,24978,2025-07-25,Late Delivery,89.63
3156,24988,2025-08-20,Customer Changed Mind,22.68
3157,24993,2025-05-02,Size Issue,38.9
3158,24995,2025-01-04,Late Delivery,138.42
3159,25001,2026-01-22,Poor Quality,20.45
3160,25049,2025-03-29,Poor Quality,131.95
3161,25059,2025-12-15,Size Issue,62.18
3162,25063,2024-09-13,Size Issue,33.8
3163,25068,2024-04-15,Wrong Item,73.67
3164,25075,2025-08-06,Poor Quality,148.61
3165,25083,2025-08-07,Wrong Item,181.0
3166,25087,2025-09-24,Size Issue,108.39
3167,25097,2025-05-25,Customer Changed Mind,143.78
3168,25108,2025-12-28,Late Delivery,507.61
3169,25112,2024-07-26,Customer Changed Mind,732.94
3170,25121,2024-05-09,Damaged,833.91
3171,25134,2025-12-07,Poor Quality,458.01
3172,25135,2025-07-28,Poor Quality,304.82
3173,25136,2023-11-11,Late Delivery,129.44
3174,25145,2025-12-21,Poor Quality,56.13
3175,25147,2025-11-15,Wrong Item,442.16
3176,25155,2025-04-01,Size Issue,229.45
3177,25158,2024-05-24,Size Issue,642.72
3178,25162,2025-12-27,Poor Quality,113.63
3179,25182,2025-06-08,Customer Changed Mind,139.06
3180,25184,2026-01-27,Poor Quality,165.82
3181,25189,2024-09-23,Late Delivery,20.16
3182,25202,2025-06-16,Wrong Item,226.28
3183,25203,2025-09-02,Customer Changed Mind,33.28
3184,25207,2025-02-09,Wrong Item,215.25
3185,25225,2024-12-18,Damaged,343.59
3186,25226,2025-10-31,Late Delivery,424.18
3187,25239,2025-12-13,Size Issue,191.67
3188,25241,2024-10-24,Late Delivery,168.66
3189,25245,2025-08-03,Wrong Item,106.26
3190,25249,2025-11-24,Size Issue,521.71
3191,25258,2023-12-13,Customer Changed Mind,298.81
3192,25261,2026-01-20,Size Issue,280.11
3193,25269,2025-12-07,Customer Changed Mind,262.14
3194,25275,2025-08-01,Damaged,468.21
3195,25283,2025-11-03,Customer Changed Mind,74.45
3196,25286,2026-01-16,Size Issue,16.05
3197,25288,2024-06-29,Size Issue,149.52
3198,25318,2025-07-26,Late Delivery,223.59
3199,25319,2023-09-22,Damaged,364.2
3200,25320,2024-04-11,Size Issue,457.49
3201,25322,2023-12-18,Poor Quality,78.57
3202,25343,2023-08-04,Damaged,390.0
3203,25348,2026-01-05,Size Issue,105.08
3204,25355,2025-03-03,Poor Quality,84.57
3205,25365,2025-08-26,Customer Changed Mind,38.93
3206,25367,2026-01-24,Poor Quality,439.32
3207,25372,2025-04-17,Size Issue,65.71
3208,25382,2024-01-31,Damaged,837.17
3209,25388,2025-10-03,Poor Quality,99.1
3210,25392,2025-12-13,Poor Quality,295.04
3211,25400,2025-10-17,Damaged,349.31
3212,25405,2024-10-14,Damaged,511.66
3213,25408,2024-03-31,Size Issue,498.74
3214,25415,2025-02-25,Size Issue,284.5
3215,25418,2025-11-13,Size Issue,254.52
3216,25424,2025-04-03,Damaged,186.03
3217,25431,2025-02-03,Late Delivery,253.68
3218,25452,2024-08-13,size issue,262.91
3219,25467,2025-06-14,Customer Changed Mind,22.47
3220,25478,2025-02-25,Size Issue,1344.35
3221,25484,2025-08-07,Damaged,97.45
3222,25489,2024-07-06,Damaged,404.88
3223,25501,2025-10-03,Poor Quality,104.15
3224,25514,2025-05-04,Size Issue,229.03
3225,25517,2024-10-06,Poor Quality,263.24
3226,25537,2025-11-21,Wrong Item,100.86
3227,25562,2025-06-24,Damaged,285.11
3228,25578,2025-11-13,Customer Changed Mind,149.22
3229,25584,2024-12-26,Customer Changed Mind,29.51
3230,25588,2023-09-30,Size Issue,335.11
3231,25590,2024-09-21,Size Issue,87.64
3232,25605,2025-02-05,Damaged,128.72
3233,25607,2025-09-25,Damaged,110.36
3234,25608,2025-05-08,Size Issue,379.06
3235,25624,2025-08-02,Wrong Item,172.83
3236,25650,2024-06-19,Customer Changed Mind,32.82
3237,25655,2025-11-22,Wrong Item,129.78
3238,25659,2025-09-09,Size Issue,145.51
3239,25660,2025-06-24,Poor Quality,78.91
3240,25680,2026-01-14,Wrong Item,113.24
3241,25681,2024-11-27,Size Issue,63.03
3242,25682,2026-01-02,Size Issue,40.61
3243,25695,2025-08-31,Poor Quality,319.81
3244,25696,2025-12-22,Late Delivery,46.0
3245,25699,2025-06-01,Damaged,63.12
3246,25703,2024-11-26,Wrong Item,417.81
3247,25706,2025-08-28,Poor Quality,74.11
3248,25711,2024-05-29,Size Issue,523.71
3249,25733,2025-06-14,Size Issue,258.67
3250,25740,2025-05-22,Size Issue,376.83
3251,25749,2025-12-07,Wrong Item,114.45
3252,25753,2024-05-01,Customer Changed Mind,226.38
3253,25758,2026-01-22,Size Issue,16.72
3254,25764,2026-01-02,Size Issue,534.71
3255,25774,2023-09-02,Wrong Item,158.44
3256,25776,2025-05-23,Size Issue,116.11
3257,25788,2026-01-16,Size Issue,736.96
3258,25796,2024-03-04,Wrong Item,55.13
3259,25801,2026-01-09,Late Delivery,150.49
3260,25809,2023-12-21,Size Issue,86.8
3261,25815,2025-12-14,Poor Quality,14.31
3262,25829,2024-10-16,Size Issue,53.04
3263,25848,2025-04-03,Customer Changed Mind,315.37
3264,25859,2024-12-05,Poor Quality,94.93
3265,25871,2025-11-21,Poor Quality,312.2
3266,25875,2025-01-27,Late Delivery,430.14
3267,25881,2024-03-15,Size Issue,314.14
3268,25884,2025-03-19,Poor Quality,200.03
3269,25887,2025-09-09,Poor Quality,361.19
3270,25893,2025-11-12,Customer Changed Mind,86.71
3271,25907,2024-12-02,Wrong Item,107.68
3272,25919,2024-07-17,Size Issue,209.83
3273,25931,2023-11-15,Size Issue,170.01
3274,25937,2025-07-09,Damaged,18.38
3275,25940,2025-08-08,Customer Changed Mind,118.63
3276,25945,2025-01-07,Poor Quality,724.33
3277,25947,2024-11-14,Poor Quality,148.13
3278,25952,2024-03-14,Wrong Item,81.83
3279,25953,2026-01-24,Customer Changed Mind,96.15
3280,25955,2025-02-21,Damaged,153.56
3281,25956,2025-09-30,Size Issue,156.77
3282,25959,2024-09-24,Late Delivery,690.07
3283,25966,2025-07-13,Customer Changed Mind,30.08
3284,25968,2024-07-29,Damaged,366.96
3285,25971,2024-07-06,Customer Changed Mind,170.43
3286,25985,2024-03-18,Wrong Item,62.6
3287,25987,2026-01-23,Damaged,87.53
3288,25993,2025-06-10,Poor Quality,445.03
3289,26002,2025-07-03,Poor Quality,148.46
3290,26023,2025-02-21,Late Delivery,429.12
3291,26026,2026-01-03,Customer Changed Mind,259.33
3292,26058,2025-12-16,Damaged,74.27
3293,26073,2026-01-05,Damaged,97.49
3294,26077,2024-03-26,Wrong Item,322.62
3295,26080,2025-05-10,Wrong Item,33.45
3296,26113,2025-11-11,Customer Changed Mind,231.06
3297,26117,2025-11-30,Size Issue,445.97
3298,26118,2024-10-23,Late Delivery,166.31
3299,26120,2025-11-17,Customer Changed Mind,350.8
3300,26126,2025-09-23,Size Issue,239.46
3301,26131,2025-01-16,Customer Changed Mind,83.07
3302,26132,2024-11-14,Poor Quality,92.28
3303,26134,2025-06-18,Wrong Item,139.6
3304,26137,2025-07-27,Damaged,623.29
3305,26145,2026-01-22,Late Delivery,182.81
3306,26149,2024-10-14,Late Delivery,206.54
3307,26157,2025-12-13,Damaged,280.31
3308,26168,2025-01-07,Customer Changed Mind,247.95
3309,26179,2023-12-07,Wrong Item,27.38
3310,26190,2024-02-04,Poor Quality,502.8
3311,26214,2024-12-19,Size Issue,134.21
3312,26227,2025-11-30,Poor Quality,83.25
3313,26232,2025-03-08,Size Issue,39.82
3314,26233,2026-01-26,Poor Quality,1013.68
3315,26244,2024-09-01,Late Delivery,83.66
3316,26246,2025-11-26,Late Delivery,144.33
3317,26256,2025-08-23,Size Issue,110.46
3318,26258,2023-12-23,Damaged,148.15
3319,26277,2026-01-20,Late Delivery,48.91
3320,26298,2024-02-27,Damaged,72.78
3321,26302,2024-12-03,Damaged,694.5
3322,26321,2024-08-11,Poor Quality,1041.01
3323,26339,2024-07-21,Wrong Item,127.87
3324,26349,2025-03-10,Customer Changed Mind,69.64
3325,26357,2024-07-21,size issue,56.61
3326,26359,2024-06-08,Size Issue,135.61
3327,26368,2024-10-04,Customer Changed Mind,375.26
3328,26373,2025-08-24,Late Delivery,50.96
3329,26390,2025-12-31,Customer Changed Mind,317.16
3330,26392,2025-04-14,Late Delivery,123.12
3331,26401,2026-01-03,Customer Changed Mind,25.93
3332,26419,2025-07-15,Customer Changed Mind,91.18
3333,26432,2025-11-15,Size Issue,162.4
3334,26433,2025-05-11,Wrong Item,113.54
3335,26439,2024-09-26,Poor Quality,106.6
3336,26445,2025-03-07,Size Issue,323.17
3337,26458,2025-10-03,Wrong Item,14.44
3338,26467,2025-01-05,Damaged,371.3
3339,26468,2025-12-03,Size Issue,215.4
3340,26473,2024-02-20,Damaged,740.52
3341,26474,2024-05-09,Size Issue,53.41
3342,26475,2025-04-17,Size Issue,797.31
3343,26487,2026-01-17,Customer Changed Mind,711.21
3344,26491,2024-03-19,Size Issue,355.99
3345,26507,2025-06-04,Customer Changed Mind,218.79
3346,26509,2025-03-08,Damaged,138.85
3347,26511,2025-08-23,Late Delivery,91.44
3348,26513,2025-06-02,Damaged,715.73
3349,26520,2025-10-23,Size Issue,100.02
3350,26528,2025-07-18,Poor Quality,164.46
3351,26539,2024-04-27,Damaged,67.23
3352,26541,2025-10-04,Size Issue,93.95
3353,26545,2024-12-07,Size Issue,72.96
3354,26546,2025-12-30,Customer Changed Mind,138.32
3355,26564,2025-12-19,Poor Quality,40.62
3356,26569,2024-08-12,Late Delivery,184.82
3357,26581,2025-04-28,Size Issue,87.68
3358,26589,2025-09-07,Customer Changed Mind,243.9
3359,26610,2025-12-30,Customer Changed Mind,451.04
3360,26612,2025-11-18,Wrong Item,22.68
3361,26618,2025-07-04,Wrong Item,575.97
3362,26621,2025-03-15,Size Issue,172.42
3363,26639,2025-12-26,Late Delivery,601.51
3364,26640,2023-12-25,Wrong Item,83.72
3365,26643,2026-01-25,Customer Changed Mind,19.39
3366,26644,2023-10-02,Poor Quality,645.57
3367,26647,2024-11-11,Wrong Item,185.92
3368,26650,2025-12-03,Customer Changed Mind,37.97
3369,26651,2023-12-25,Poor Quality,1040.1
3370,26653,2024-10-09,Customer Changed Mind,76.83
3371,26656,2024-04-12,Damaged,216.87
3372,26671,2024-08-04,Size Issue,331.85
3373,26674,2026-01-02,Damaged,295.76
3374,26676,2025-08-03,Poor Quality,44.43
3375,26685,2024-12-07,Customer Changed Mind,528.91
3376,26687,2025-05-30,Wrong Item,85.78
3377,26688,2024-07-05,Damaged,136.17
3378,26692,2024-03-31,Damaged,70.83
3379,26694,2025-02-05,Poor Quality,73.55
3380,26700,2023-11-13,Size Issue,83.59
3381,26703,2023-07-01,Wrong Item,42.11
3382,26712,2025-01-16,Poor Quality,384.37
3383,26720,2024-10-30,Customer Changed Mind,59.37
3384,26763,2026-01-11,Size Issue,142.91
3385,26767,2025-04-24,Late Delivery,544.33
3386,26784,2025-01-20,Poor Quality,582.5
3387,26786,2025-05-30,Customer Changed Mind,161.92
3388,26788,2025-12-08,Size Issue,404.64
3389,26791,2024-01-14,Poor Quality,40.39
3390,26792,2025-01-12,Size Issue,80.09
3391,26795,2024-12-07,Size Issue,525.35
3392,26811,2025-05-04,Damaged,386.17
3393,26815,2024-03-26,Customer Changed Mind,76.06
3394,26827,2024-11-19,Poor Quality,425.23
3395,26841,2024-03-21,Wrong Item,208.84
3396,26857,2024-09-18,Poor Quality,287.65
3397,26875,2024-10-16,Poor Quality,156.21
3398,26882,2024-04-09,Customer Changed Mind,30.7
3399,26889,2025-07-22,Customer Changed Mind,126.68
3400,26893,2025-10-28,Customer Changed Mind,399.61
3401,26909,2025-03-14,Size Issue,101.95
3402,26918,2024-03-16,Wrong Item,77.51
3403,26920,2024-03-02,Size Issue,177.92
3404,26936,2025-09-03,Size Issue,50.51
3405,26939,2023-08-01,Poor Quality,41.05
3406,26943,2023-12-21,Late Delivery,130.97
3407,26945,2025-09-18,Damaged,578.83
3408,26972,2025-12-13,Poor Quality,76.43
3409,26981,2024-10-31,Size Issue,295.92
3410,26982,2025-07-22,Wrong Item,307.17
3411,26983,2024-04-01,Damaged,456.25
3412,26992,2025-11-09,Size Issue,138.53
3413,26998,2024-02-25,Damaged,77.36
3414,27005,2024-01-18,Damaged,23.28
3415,27008,2025-06-29,Size Issue,171.51
3416,27022,2025-08-25,Size Issue,20.63
3417,27035,2025-12-24,Size Issue,71.45
3418,27069,2026-01-14,Poor Quality,83.41
3419,27081,2024-09-25,Wrong Item,260.27
3420,27086,2024-10-26,Damaged,54.57
3421,27100,2025-05-06,Customer Changed Mind,161.17
3422,27107,2025-10-03,Size Issue,449.57
3423,27120,2023-08-12,Poor Quality,137.89
3424,27144,2025-07-29,Poor Quality,189.39
3425,27146,2026-01-19,Damaged,287.84
3426,27152,2025-06-17,Customer Changed Mind,12.15
3427,27153,2025-12-06,Customer Changed Mind,108.78
3428,27162,2025-08-12,Size Issue,495.96
3429,27184,2024-08-15,Size Issue,349.47
3430,27191,2025-12-03,Late Delivery,66.47
3431,27206,2024-07-04,Customer Changed Mind,166.17
3432,27222,2024-12-01,Size Issue,69.24
3433,27248,2025-12-27,Wrong Item,122.05
3434,27259,2025-05-24,Late Delivery,181.65
3435,27262,2025-09-29,Customer Changed Mind,367.62
3436,27266,2023-12-03,Customer Changed Mind,242.62
3437,27268,2024-05-07,Size Issue,643.39
3438,27270,2024-05-07,Size Issue,434.03
3439,27271,2025-12-12,Late Delivery,978.25
3440,27275,2025-05-09,Wrong Item,102.22
3441,27279,2026-01-08,Wrong Item,94.3
3442,27291,2026-01-28,Wrong Item,250.58
3443,27293,2025-10-12,customer changed mind,362.38
3444,27297,2026-01-22,Wrong Item,37.19
3445,27299,2025-05-16,Damaged,192.72
3446,27302,2026-01-14,Wrong Item,212.01
3447,27306,2024-05-19,Wrong Item,451.09
3448,27308,2025-01-26,Size Issue,104.76
3449,27310,2025-10-07,Poor Quality,63.22
3450,27312,2024-11-06,Damaged,112.24
3451,27321,2026-01-11,Customer Changed Mind,20.36
3452,27323,2026-01-13,Poor Quality,127.99
3453,27328,2026-01-26,Customer Changed Mind,135.04
3454,27341,2025-11-13,Customer Changed Mind,71.96
3455,27343,2026-01-17,Customer Changed Mind,167.3
3456,27345,2025-10-11,Customer Changed Mind,79.13
3457,27359,2025-12-31,Damaged,681.19
3458,27362,2025-05-04,Customer Changed Mind,114.52
3459,27366,2024-02-18,Poor Quality,48.23
3460,27377,2025-12-22,Late Delivery,61.98
3461,27385,2025-06-13,Customer Changed Mind,13.22
3462,27406,2025-07-26,Damaged,465.52
3463,27416,2025-10-10,Late Delivery,45.44
3464,27417,2024-12-29,Damaged,103.9
3465,27421,2024-06-11,Poor Quality,120.97
3466,27426,2025-03-30,Poor Quality,14.48
3467,27443,2026-01-08,Damaged,430.62
3468,27448,2024-10-12,Size Issue,461.43
3469,27461,2025-03-02,Damaged,148.25
3470,27462,2025-06-22,Customer Changed Mind,347.27
3471,27468,2024-09-10,Late Delivery,68.7
3472,27469,2025-09-03,Late Delivery,92.79
3473,27478,2025-08-09,Size Issue,50.65
3474,27489,2024-07-08,Size Issue,172.21
3475,27492,2026-01-19,Poor Quality,618.95
3476,27497,2025-10-02,Poor Quality,36.89
3477,27547,2024-05-07,Late Delivery,81.18
3478,27554,2025-10-14,Poor Quality,187.42
3479,27573,2025-07-19,Damaged,72.55
3480,27582,2025-08-03,Poor Quality,195.25
3481,27583,2026-01-24,Customer Changed Mind,63.99
3482,27604,2025-05-13,Customer Changed Mind,187.65
3483,27607,2025-10-16,Size Issue,177.15
3484,27615,2025-08-22,Size Issue,355.81
3485,27632,2025-05-05,Late Delivery,71.9
3486,27633,2024-05-23,Poor Quality,406.41
3487,27637,2025-11-18,Size Issue,589.29
3488,27647,2025-10-07,Customer Changed Mind,497.72
3489,27651,2024-11-10,Damaged,22.57
3490,27663,2025-12-17,Size Issue,238.0
3491,27687,2025-12-27,Size Issue,59.73
3492,27692,2025-08-30,Size Issue,194.71
3493,27694,2025-01-21,Customer Changed Mind,132.02
3494,27707,2024-01-01,Size Issue,120.4
3495,27709,2024-01-16,Wrong Item,226.93
3496,27722,2025-10-31,Late Delivery,254.34
3497,27725,2024-12-20,Damaged,10.69
3498,27727,2025-07-20,Late Delivery,54.12
3499,27730,2024-12-20,Wrong Item,97.21
3500,27739,2024-06-09,Size Issue,383.28
3501,27756,2023-11-28,Size Issue,265.9
3502,27761,2025-09-18,Poor Quality,133.46
3503,27776,2023-06-24,Size Issue,106.2
3504,27777,2026-01-05,Size Issue,152.74
3505,27813,2026-01-03,Wrong Item,427.54
3506,27823,2025-07-20,Customer Changed Mind,28.38
3507,27837,2024-03-28,Customer Changed Mind,219.53
3508,27844,2025-04-28,Late Delivery,596.85
3509,27848,2025-05-19,Poor Quality,461.61
3510,27849,2026-01-05,Customer Changed Mind,43.79
3511,27856,2025-12-29,size issue,71.05
3512,27867,2025-01-02,Size Issue,48.1
3513,27868,2025-02-18,Damaged,39.34
3514,27876,2025-03-24,Customer Changed Mind,25.87
3515,27877,2025-08-07,Wrong Item,481.21
3516,27890,2025-11-05,Customer Changed Mind,159.58
3517,27907,2025-03-14,Wrong Item,36.05
3518,27915,2026-01-19,Wrong Item,123.79
3519,27925,2025-07-28,Size Issue,119.39
3520,27934,2025-01-23,Late Delivery,135.01
3521,27935,2025-10-09,Size Issue,229.5
3522,27936,2025-04-18,Customer Changed Mind,67.7
3523,27937,2024-10-25,Size Issue,77.62
3524,27938,2025-06-20,Customer Changed Mind,43.59
3525,27954,2025-11-06,Wrong Item,118.85
3526,27957,2025-10-18,Damaged,184.25
3527,27963,2025-12-09,Poor Quality,19.83
3528,27965,2025-07-02,Wrong Item,429.79
