order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,item_revenue,unit_cost,total_cost,gross_profit
79228,36361,348,2,51.29,0.1,10.26,92.32,31.63,63.26,29.06
79229,36361,447,2,46.45,0.0,0.0,92.9,33.7,67.4,25.5
79230,36361,375,2,14.03,0.0,0.0,28.06,5.57,11.14,16.92
79231,36361,313,1,34.86,0.05,1.74,33.12,25.34,25.34,7.78
79232,36362,296,1,35.7,0.05,1.78,33.92,25.26,25.26,8.66
79233,36362,43,1,32.35,0.0,0.0,32.35,19.72,19.72,12.63
79234,36362,313,1,34.61,0.0,0.0,34.61,25.34,25.34,9.27
79235,36362,8,1,396.61,0.0,0.0,396.61,310.12,310.12,86.49
79236,36363,171,1,57.61,0.1,5.76,51.85,22.16,22.16,29.69
79237,36363,14,1,429.07,0.25,107.27,321.8,409.04,409.04,-87.24
79238,36364,29,1,214.16,0.0,0.0,214.16,91.78,91.78,122.38
79239,36364,3,1,481.58,0.0,0.0,481.58,402.2,402.2,79.38
79240,36364,413,2,20.53,0.05,2.05,39.01,13.28,26.56,12.45
79241,36365,186,2,8.21,0.0,0.0,16.42,5.41,10.82,5.6
79242,36365,292,3,19.03,0.0,0.0,57.09,11.35,34.05,23.04
79243,36365,364,1,41.07,0.15,6.16,34.91,14.8,14.8,20.11
79244,36365,287,1,13.46,0.0,0.0,13.46,8.69,8.69,4.77
79245,36366,153,1,32.94,0.05,1.65,31.29,10.37,10.37,20.92
79246,36366,81,3,49.06,0.1,14.72,132.46,23.46,70.38,62.08
79247,36367,27,1,521.61,0.0,0.0,521.61,426.59,426.59,95.02
79248,36367,26,2,154.09,0.05,15.41,292.77,114.63,229.26,63.51
79249,36367,478,3,61.66,0.15,27.75,157.23,32.42,97.26,59.97
79250,36367,420,3,26.02,0.0,0.0,78.06,16.7,50.1,27.96
79251,36368,353,4,14.12,0.2,11.3,45.18,8.59,34.36,10.82
79252,36368,313,4,33.96,0.15,20.38,115.46,25.34,101.36,14.1
79253,36368,77,4,132.58,0.25,132.58,397.74,76.79,307.16,90.58
79254,36368,100,1,10.28,0.3,3.08,7.2,6.63,6.63,0.57
79255,36368,230,1,31.39,0.3,9.42,21.97,16.21,16.21,5.76
79256,36369,1,1,196.05,0.0,0.0,196.05,172.63,172.63,23.42
79257,36370,317,3,47.73,0.25,35.8,107.39,26.15,78.45,28.94
79258,36371,483,2,110.23,0.05,11.02,209.44,64.03,128.06,81.38
79259,36371,223,3,126.01,0.2,75.61,302.42,76.25,228.75,73.67
79260,36371,148,4,47.91,0.1,19.16,172.48,35.24,140.96,31.52
79261,36372,181,2,9.5,0.0,0.0,19.0,5.83,11.66,7.34
79262,36372,103,2,22.86,0.3,13.72,32.0,10.34,20.68,11.32
79263,36373,252,1,30.23,0.0,0.0,30.23,18.51,18.51,11.72
79264,36373,1,1,194.77,0.0,0.0,194.77,172.63,172.63,22.14
79265,36374,414,1,31.58,0.05,1.58,30.0,25.03,25.03,4.97
79266,36375,313,2,34.21,0.15,10.26,58.16,25.34,50.68,7.48
79267,36375,451,1,146.05,0.0,0.0,146.05,94.09,94.09,51.96
79268,36376,35,1,410.65,0.0,0.0,410.65,362.2,362.2,48.45
79269,36376,176,1,28.12,0.3,8.44,19.68,13.22,13.22,6.46
79270,36377,313,2,34.48,0.0,0.0,68.96,25.34,50.68,18.28
79271,36377,236,1,39.17,0.15,5.88,33.29,24.96,24.96,8.33
79272,36377,1,1,196.07,0.15,29.41,166.66,172.63,172.63,-5.97
79273,36378,3,1,487.2,0.3,146.16,341.04,402.2,402.2,-61.16
79274,36378,480,2,141.44,0.15,42.43,240.45,91.41,182.82,57.63
79275,36379,148,1,48.25,0.0,0.0,48.25,35.24,35.24,13.01
79276,36380,186,2,8.14,0.0,0.0,16.28,5.41,10.82,5.46
79277,36380,158,2,26.88,0.2,10.75,43.01,23.64,47.28,-4.27
79278,36380,412,1,47.23,0.0,0.0,47.23,27.57,27.57,19.66
79279,36381,13,1,84.55,0.05,4.23,80.32,71.12,71.12,9.2
79280,36382,3,1,477.8,0.3,143.34,334.46,402.2,402.2,-67.74
79281,36382,313,3,34.63,0.0,0.0,103.89,25.34,76.02,27.87
79282,36382,288,2,5.59,0.3,3.35,7.83,2.78,5.56,2.27
79283,36383,494,2,49.76,0.0,0.0,99.52,38.58,77.16,22.36
79284,36384,418,1,5.27,0.1,0.53,4.74,2.88,2.88,1.86
79285,36384,3,1,485.5,0.0,0.0,485.5,402.2,402.2,83.3
79286,36385,26,2,155.44,0.1,31.09,279.79,114.63,229.26,50.53
79287,36385,250,1,108.98,0.0,0.0,108.98,46.12,46.12,62.86
79288,36385,43,1,32.67,0.2,6.53,26.14,19.72,19.72,6.42
79289,36386,313,2,34.88,0.1,6.98,62.78,25.34,50.68,12.1
79290,36386,193,1,12.68,0.2,2.54,10.14,6.21,6.21,3.93
79291,36386,126,3,17.13,0.3,15.42,35.97,8.84,26.52,9.45
79292,36386,330,2,37.4,0.3,22.44,52.36,23.14,46.28,6.08
79293,36386,3,1,478.57,0.1,47.86,430.71,402.2,402.2,28.51
79294,36387,182,1,27.05,0.3,8.12,18.93,9.84,9.84,9.09
79295,36387,331,3,32.23,0.0,0.0,96.69,19.33,57.99,38.7
79296,36387,364,1,40.4,0.2,8.08,32.32,14.8,14.8,17.52
79297,36387,313,2,34.71,0.0,0.0,69.42,25.34,50.68,18.74
79298,36388,126,3,16.95,0.3,15.25,35.6,8.84,26.52,9.08
79299,36389,442,3,85.45,0.15,38.45,217.9,49.0,147.0,70.9
79300,36389,358,3,16.77,0.0,0.0,50.31,9.37,28.11,22.2
79301,36390,327,3,38.4,0.1,11.52,103.68,24.4,73.2,30.48
79302,36390,313,2,34.43,0.0,0.0,68.86,25.34,50.68,18.18
79303,36391,326,2,56.94,0.2,22.78,91.1,25.09,50.18,40.92
79304,36392,366,2,40.55,0.3,24.33,56.77,10.29,20.58,36.19
79305,36393,17,1,344.37,0.0,0.0,344.37,247.44,247.44,96.93
79306,36393,469,1,146.1,0.05,7.3,138.8,67.39,67.39,71.41
79307,36394,174,1,7.6,0.1,0.76,6.84,5.08,5.08,1.76
79308,36394,231,1,65.44,0.0,0.0,65.44,55.0,55.0,10.44
79309,36395,148,4,48.11,0.1,19.24,173.2,35.24,140.96,32.24
79310,36395,151,1,44.33,0.0,0.0,44.33,24.28,24.28,20.05
79311,36395,479,2,110.02,0.2,44.01,176.03,58.89,117.78,58.25
79312,36396,375,4,13.98,0.0,0.0,55.92,5.57,22.28,33.64
79313,36397,458,2,34.91,0.2,13.96,55.86,24.53,49.06,6.8
79314,36397,175,4,43.96,0.1,17.58,158.26,16.34,65.36,92.9
79315,36397,136,2,52.27,0.0,0.0,104.54,34.98,69.96,34.58
79316,36398,339,2,13.04,0.2,5.22,20.86,8.65,17.3,3.56
79317,36398,357,1,12.37,0.2,2.47,9.9,3.61,3.61,6.29
79318,36399,288,3,5.4,0.05,0.81,15.39,2.78,8.34,7.05
79319,36399,444,2,76.38,0.05,7.64,145.12,59.45,118.9,26.22
79320,36400,414,1,31.81,0.1,3.18,28.63,25.03,25.03,3.6
79321,36401,256,2,13.02,0.05,1.3,24.74,7.27,14.54,10.2
79322,36401,100,3,10.46,0.0,0.0,31.38,6.63,19.89,11.49
79323,36401,176,4,28.15,0.1,11.26,101.34,13.22,52.88,48.46
79324,36401,1,2,197.34,0.0,0.0,394.68,172.63,345.26,49.42
79325,36402,364,4,41.02,0.3,49.22,114.86,14.8,59.2,55.66
79326,36402,202,2,9.34,0.05,0.93,17.75,5.23,10.46,7.29
79327,36403,419,1,54.36,0.0,0.0,54.36,25.46,25.46,28.9
79328,36404,345,3,20.06,0.2,12.04,48.14,10.64,31.92,16.22
79329,36405,45,3,35.99,0.0,0.0,107.97,24.68,74.04,33.93
79330,36406,435,2,92.13,0.3,55.28,128.98,73.78,147.56,-18.58
79331,36407,500,1,73.91,0.25,18.48,55.43,40.42,40.42,15.01
79332,36407,116,3,8.4,0.15,3.78,21.42,3.44,10.32,11.1
79333,36408,313,2,33.65,0.15,10.09,57.21,25.34,50.68,6.53
79334,36408,172,2,37.05,0.0,0.0,74.1,17.01,34.02,40.08
79335,36408,36,1,227.28,0.0,0.0,227.28,177.26,177.26,50.02
79336,36408,152,1,70.68,0.0,0.0,70.68,40.88,40.88,29.8
79337,36409,349,4,8.15,0.0,0.0,32.6,3.95,15.8,16.8
79338,36410,236,3,38.65,0.0,0.0,115.95,24.96,74.88,41.07
79339,36411,412,2,47.23,0.0,0.0,94.46,27.57,55.14,39.32
79340,36411,162,2,25.07,0.0,0.0,50.14,15.67,31.34,18.8
79341,36412,471,2,53.29,0.25,26.64,79.94,29.32,58.64,21.3
79342,36412,81,2,49.95,0.2,19.98,79.92,23.46,46.92,33.0
79343,36412,184,3,17.59,0.0,0.0,52.77,10.57,31.71,21.06
79344,36413,174,3,7.61,0.0,0.0,22.83,5.08,15.24,7.59
79345,36414,313,1,34.8,0.0,0.0,34.8,25.34,25.34,9.46
79346,36415,313,3,35.48,0.15,15.97,90.47,25.34,76.02,14.45
79347,36415,204,2,33.58,0.1,6.72,60.44,11.23,22.46,37.98
79348,36415,36,1,226.27,0.15,33.94,192.33,177.26,177.26,15.07
79349,36415,177,1,5.33,0.15,0.8,4.53,1.59,1.59,2.94
79350,36416,3,1,490.05,0.1,49.0,441.05,402.2,402.2,38.85
79351,36416,236,3,39.14,0.05,5.87,111.55,24.96,74.88,36.67
79352,36416,471,1,55.78,0.05,2.79,52.99,29.32,29.32,23.67
79353,36417,313,4,34.45,0.1,13.78,124.02,25.34,101.36,22.66
79354,36417,214,3,34.24,0.0,0.0,102.72,32.58,97.74,4.98
79355,36418,155,1,104.44,0.15,15.67,88.77,71.03,71.03,17.74
79356,36418,148,4,47.57,0.1,19.03,171.25,35.24,140.96,30.29
79357,36419,245,2,30.04,0.0,0.0,60.08,23.38,46.76,13.32
79358,36419,129,3,25.62,0.1,7.69,69.17,14.4,43.2,25.97
79359,36420,448,2,132.14,0.05,13.21,251.07,81.47,162.94,88.13
79360,36420,394,1,27.39,0.3,8.22,19.17,20.62,20.62,-1.45
79361,36421,153,1,32.18,0.05,1.61,30.57,10.37,10.37,20.2
79362,36422,469,2,144.1,0.1,28.82,259.38,67.39,134.78,124.6
79363,36422,70,1,77.5,0.05,3.88,73.62,57.01,57.01,16.61
79364,36422,129,1,25.12,0.0,0.0,25.12,14.4,14.4,10.72
79365,36422,104,2,8.59,0.05,0.86,16.32,6.0,12.0,4.32
79366,36422,158,4,26.85,0.0,0.0,107.4,23.64,94.56,12.84
79367,36423,153,2,32.94,0.0,0.0,65.88,10.37,20.74,45.14
79368,36423,366,2,41.89,0.2,16.76,67.02,10.29,20.58,46.44
79369,36424,389,3,34.38,0.15,15.47,87.67,22.79,68.37,19.3
79370,36425,404,1,33.77,0.25,8.44,25.33,30.18,30.18,-4.85
79371,36426,282,1,11.52,0.0,0.0,11.52,6.62,6.62,4.9
79372,36427,23,1,255.2,0.0,0.0,255.2,218.79,218.79,36.41
79373,36427,227,3,28.63,0.05,4.29,81.6,14.72,44.16,37.44
79374,36427,431,1,74.19,0.0,0.0,74.19,52.94,52.94,21.25
79375,36428,109,3,18.25,0.05,2.74,52.01,9.9,29.7,22.31
79376,36429,109,2,17.89,0.0,0.0,35.78,9.9,19.8,15.98
79377,36429,26,3,155.56,0.05,23.33,443.35,114.63,343.89,99.46
79378,36430,148,4,49.8,0.05,9.96,189.24,35.24,140.96,48.28
79379,36431,29,1,212.4,0.0,0.0,212.4,91.78,91.78,120.62
79380,36431,236,1,39.35,0.0,0.0,39.35,24.96,24.96,14.39
79381,36432,1,1,195.14,0.0,0.0,195.14,172.63,172.63,22.51
79382,36433,186,2,8.11,0.2,3.24,12.98,5.41,10.82,2.16
79383,36433,13,2,84.17,0.1,16.83,151.51,71.12,142.24,9.27
79384,36434,326,1,56.7,0.3,17.01,39.69,25.09,25.09,14.6
79385,36435,353,1,14.66,0.0,0.0,14.66,8.59,8.59,6.07
79386,36436,3,1,488.03,0.0,0.0,488.03,402.2,402.2,85.83
79387,36436,186,2,8.27,0.05,0.83,15.71,5.41,10.82,4.89
79388,36437,100,3,10.37,0.15,4.67,26.44,6.63,19.89,6.55
79389,36437,329,4,26.38,0.0,0.0,105.52,18.77,75.08,30.44
79390,36437,313,2,34.82,0.15,10.45,59.19,25.34,50.68,8.51
79391,36438,365,2,34.99,0.0,0.0,69.98,9.06,18.12,51.86
79392,36438,3,1,472.58,0.0,0.0,472.58,402.2,402.2,70.38
79393,36438,371,2,13.54,0.2,5.42,21.66,6.45,12.9,8.76
79394,36439,313,3,34.78,0.05,5.22,99.12,25.34,76.02,23.1
79395,36440,364,4,42.02,0.05,8.4,159.68,14.8,59.2,100.48
79396,36441,313,1,34.54,0.0,0.0,34.54,25.34,25.34,9.2
79397,36442,158,2,27.07,0.0,0.0,54.14,23.64,47.28,6.86
79398,36442,89,2,5.47,0.1,1.09,9.85,2.87,5.74,4.11
79399,36443,499,1,61.9,0.0,0.0,61.9,38.99,38.99,22.91
79400,36444,313,1,35.04,0.05,1.75,33.29,25.34,25.34,7.95
79401,36444,186,1,8.08,0.05,0.4,7.68,5.41,5.41,2.27
79402,36445,313,2,35.45,0.05,3.55,67.35,25.34,50.68,16.67
79403,36446,186,1,8.43,0.1,0.84,7.59,5.41,5.41,2.18
79404,36447,36,1,223.34,0.0,0.0,223.34,177.26,177.26,46.08
79405,36447,309,1,39.63,0.25,9.91,29.72,20.47,20.47,9.25
79406,36448,195,2,32.3,0.05,3.23,61.37,16.58,33.16,28.21
79407,36448,236,2,37.96,0.0,0.0,75.92,24.96,49.92,26.0
79408,36448,236,2,38.45,0.1,7.69,69.21,24.96,49.92,19.29
79409,36448,377,2,11.67,0.05,1.17,22.17,3.25,6.5,15.67
79410,36448,285,1,19.84,0.05,0.99,18.85,14.29,14.29,4.56
79411,36449,366,2,41.3,0.05,4.13,78.47,10.29,20.58,57.89
79412,36449,35,1,410.73,0.0,0.0,410.73,362.2,362.2,48.53
79413,36449,1,3,197.36,0.05,29.6,562.48,172.63,517.89,44.59
79414,36449,290,2,34.96,0.0,0.0,69.92,30.34,60.68,9.24
79415,36449,251,1,60.44,0.0,0.0,60.44,36.71,36.71,23.73
79416,36450,287,5,13.43,0.0,0.0,67.15,8.69,43.45,23.7
79417,36450,3,1,493.43,0.0,0.0,493.43,402.2,402.2,91.23
79418,36450,376,3,13.03,0.15,5.86,33.23,7.66,22.98,10.25
79419,36450,148,2,48.01,0.0,0.0,96.02,35.24,70.48,25.54
79420,36451,10,1,330.23,0.1,33.02,297.21,271.08,271.08,26.13
79421,36452,59,1,62.36,0.0,0.0,62.36,40.13,40.13,22.23
79422,36452,157,2,54.07,0.3,32.44,75.7,26.38,52.76,22.94
79423,36452,100,3,10.8,0.05,1.62,30.78,6.63,19.89,10.89
79424,36453,155,2,107.78,0.0,0.0,215.56,71.03,142.06,73.5
79425,36454,161,1,54.06,0.2,10.81,43.25,31.73,31.73,11.52
79426,36455,474,1,73.89,0.1,7.39,66.5,49.71,49.71,16.79
79427,36456,420,2,24.92,0.0,0.0,49.84,16.7,33.4,16.44
79428,36457,163,1,100.07,0.1,10.01,90.06,73.16,73.16,16.9
79429,36457,148,3,48.37,0.15,21.77,123.34,35.24,105.72,17.62
79430,36458,288,1,5.56,0.05,0.28,5.28,2.78,2.78,2.5
79431,36459,148,4,46.84,0.0,0.0,187.36,35.24,140.96,46.4
79432,36459,404,1,34.31,0.2,6.86,27.45,30.18,30.18,-2.73
79433,36459,115,1,29.06,0.0,0.0,29.06,14.02,14.02,15.04
79434,36459,201,2,41.35,0.0,0.0,82.7,25.36,50.72,31.98
79435,36460,37,2,194.79,0.0,0.0,389.58,179.42,358.84,30.74
79436,36461,135,1,61.05,0.2,12.21,48.84,30.21,30.21,18.63
79437,36462,335,2,16.24,0.1,3.25,29.23,9.53,19.06,10.17
79438,36463,313,5,35.33,0.05,8.83,167.82,25.34,126.7,41.12
79439,36463,134,2,96.37,0.0,0.0,192.74,62.38,124.76,67.98
79440,36463,158,1,26.41,0.05,1.32,25.09,23.64,23.64,1.45
79441,36463,414,3,31.92,0.05,4.79,90.97,25.03,75.09,15.88
79442,36463,497,1,28.39,0.0,0.0,28.39,16.72,16.72,11.67
79443,36464,464,4,34.24,0.05,6.85,130.11,16.88,67.52,62.59
79444,36465,155,3,107.12,0.0,0.0,321.36,71.03,213.09,108.27
79445,36465,362,1,46.29,0.05,2.31,43.98,21.27,21.27,22.71
79446,36466,248,4,144.7,0.0,0.0,578.8,62.0,248.0,330.8
79447,36466,231,1,65.54,0.0,0.0,65.54,55.0,55.0,10.54
79448,36466,129,1,25.38,0.05,1.27,24.11,14.4,14.4,9.71
79449,36467,104,5,8.56,0.1,4.28,38.52,6.0,30.0,8.52
79450,36468,431,2,73.82,0.0,0.0,147.64,52.94,105.88,41.76
79451,36468,100,1,10.78,0.0,0.0,10.78,6.63,6.63,4.15
79452,36468,442,2,86.09,0.1,17.22,154.96,49.0,98.0,56.96
79453,36468,313,2,34.65,0.1,6.93,62.37,25.34,50.68,11.69
79454,36468,210,1,14.56,0.15,2.18,12.38,7.52,7.52,4.86
79455,36469,3,1,486.59,0.0,0.0,486.59,402.2,402.2,84.39
79456,36469,413,1,20.0,0.05,1.0,19.0,13.28,13.28,5.72
79457,36470,250,1,107.71,0.0,0.0,107.71,46.12,46.12,61.59
79458,36470,195,3,33.44,0.15,15.05,85.27,16.58,49.74,35.53
79459,36471,174,2,7.52,0.3,4.51,10.53,5.08,10.16,0.37
79460,36472,313,1,34.48,0.0,0.0,34.48,25.34,25.34,9.14
79461,36472,13,1,83.11,0.15,12.47,70.64,71.12,71.12,-0.48
79462,36473,321,2,25.44,0.3,15.26,35.62,18.48,36.96,-1.34
79463,36473,192,2,13.74,0.2,5.5,21.98,5.58,11.16,10.82
79464,36473,116,2,8.42,0.25,4.21,12.63,3.44,6.88,5.75
79465,36474,17,1,352.25,0.0,0.0,352.25,247.44,247.44,104.81
79466,36474,465,2,25.13,0.1,5.03,45.23,12.47,24.94,20.29
79467,36474,329,2,25.91,0.0,0.0,51.82,18.77,37.54,14.28
79468,36474,483,2,106.54,0.0,0.0,213.08,64.03,128.06,85.02
79469,36475,223,2,125.12,0.0,0.0,250.24,76.25,152.5,97.74
79470,36476,104,2,8.69,0.05,0.87,16.51,6.0,12.0,4.51
79471,36476,100,2,10.6,0.0,0.0,21.2,6.63,13.26,7.94
79472,36476,175,3,46.84,0.05,7.03,133.49,16.34,49.02,84.47
79473,36477,252,2,30.09,0.05,3.01,57.17,18.51,37.02,20.15
79474,36477,336,5,6.95,0.0,0.0,34.75,4.77,23.85,10.9
79475,36477,3,1,476.42,0.15,71.46,404.96,402.2,402.2,2.76
79476,36477,436,4,114.44,0.0,0.0,457.76,81.8,327.2,130.56
79477,36478,148,1,47.39,0.25,11.85,35.54,35.24,35.24,0.3
79478,36479,148,2,48.64,0.05,4.86,92.42,35.24,70.48,21.94
79479,36479,397,2,15.04,0.05,1.5,28.58,10.43,20.86,7.72
79480,36479,253,2,5.14,0.0,0.0,10.28,3.96,7.92,2.36
79481,36480,109,1,18.49,0.0,0.0,18.49,9.9,9.9,8.59
79482,36480,68,1,133.14,0.05,6.66,126.48,79.4,79.4,47.08
79483,36480,109,4,18.7,0.05,3.74,71.06,9.9,39.6,31.46
79484,36481,68,3,140.45,0.0,0.0,421.35,79.4,238.2,183.15
79485,36481,486,1,33.05,0.1,3.3,29.75,21.94,21.94,7.81
79486,36481,158,1,26.97,0.0,0.0,26.97,23.64,23.64,3.33
79487,36481,148,2,47.17,0.05,4.72,89.62,35.24,70.48,19.14
79488,36481,27,1,527.19,0.1,52.72,474.47,426.59,426.59,47.88
79489,36482,148,2,48.22,0.0,0.0,96.44,35.24,70.48,25.96
79490,36482,129,1,25.52,0.05,1.28,24.24,14.4,14.4,9.84
79491,36482,43,1,31.59,0.0,0.0,31.59,19.72,19.72,11.87
79492,36482,158,2,26.98,0.0,0.0,53.96,23.64,47.28,6.68
79493,36482,148,2,47.83,0.0,0.0,95.66,35.24,70.48,25.18
79494,36483,202,2,9.49,0.15,2.85,16.13,5.23,10.46,5.67
79495,36483,193,3,12.87,0.25,9.65,28.96,6.21,18.63,10.33
79496,36484,383,2,29.2,0.05,2.92,55.48,19.06,38.12,17.36
79497,36485,236,2,38.11,0.0,0.0,76.22,24.96,49.92,26.3
79498,36485,366,1,40.8,0.3,12.24,28.56,10.29,10.29,18.27
79499,36485,58,3,28.1,0.05,4.22,80.08,16.32,48.96,31.12
79500,36486,479,3,106.72,0.05,16.01,304.15,58.89,176.67,127.48
79501,36486,450,3,26.77,0.0,0.0,80.31,19.15,57.45,22.86
79502,36486,284,3,6.29,0.2,3.77,15.1,4.8,14.4,0.7
79503,36486,245,2,30.06,0.0,0.0,60.12,23.38,46.76,13.36
79504,36486,38,1,486.38,0.25,121.6,364.78,382.42,382.42,-17.64
79505,36487,375,3,13.93,0.3,12.54,29.25,5.57,16.71,12.54
79506,36487,91,2,5.65,0.0,0.0,11.3,3.91,7.82,3.48
79507,36487,313,5,34.62,0.0,0.0,173.1,25.34,126.7,46.4
79508,36488,236,3,38.95,0.2,23.37,93.48,24.96,74.88,18.6
79509,36489,162,1,25.08,0.2,5.02,20.06,15.67,15.67,4.39
79510,36489,331,5,32.02,0.0,0.0,160.1,19.33,96.65,63.45
79511,36490,43,4,32.5,0.1,13.0,117.0,19.72,78.88,38.12
79512,36490,26,2,154.93,0.0,0.0,309.86,114.63,229.26,80.6
79513,36491,329,4,26.41,0.2,21.13,84.51,18.77,75.08,9.43
79514,36492,174,2,7.39,0.15,2.22,12.56,5.08,10.16,2.4
79515,36492,129,2,25.53,0.1,5.11,45.95,14.4,28.8,17.15
79516,36493,3,1,475.64,0.15,71.35,404.29,402.2,402.2,2.09
79517,36493,236,2,38.73,0.05,3.87,73.59,24.96,49.92,23.67
79518,36493,165,2,130.76,0.2,52.3,209.22,97.56,195.12,14.1
79519,36494,100,3,10.55,0.0,0.0,31.65,6.63,19.89,11.76
79520,36494,251,2,59.66,0.2,23.86,95.46,36.71,73.42,22.04
79521,36495,148,2,49.11,0.0,0.0,98.22,35.24,70.48,27.74
79522,36495,375,4,14.04,0.1,5.62,50.54,5.57,22.28,28.26
79523,36495,5,2,156.05,0.0,0.0,312.1,135.37,270.74,41.36
79524,36496,313,4,35.82,0.05,7.16,136.12,25.34,101.36,34.76
79525,36497,230,2,32.17,0.0,0.0,64.34,16.21,32.42,31.92
79526,36498,100,3,10.51,0.0,0.0,31.53,6.63,19.89,11.64
79527,36499,288,2,5.53,0.05,0.55,10.51,2.78,5.56,4.95
79528,36499,159,2,43.7,0.0,0.0,87.4,27.55,55.1,32.3
79529,36500,255,1,39.12,0.0,0.0,39.12,28.28,28.28,10.84
79530,36500,248,2,144.77,0.15,43.43,246.11,62.0,124.0,122.11
79531,36500,84,3,31.27,0.1,9.38,84.43,14.23,42.69,41.74
79532,36501,126,3,17.28,0.05,2.59,49.25,8.84,26.52,22.73
79533,36502,3,1,487.68,0.25,121.92,365.76,402.2,402.2,-36.44
79534,36503,174,1,7.53,0.15,1.13,6.4,5.08,5.08,1.32
79535,36504,75,2,33.88,0.15,10.16,57.6,17.38,34.76,22.84
79536,36504,110,2,16.76,0.3,10.06,23.46,6.43,12.86,10.6
79537,36504,469,3,145.62,0.25,109.22,327.64,67.39,202.17,125.47
79538,36504,100,1,10.32,0.15,1.55,8.77,6.63,6.63,2.14
79539,36505,330,2,38.52,0.1,7.7,69.34,23.14,46.28,23.06
79540,36506,104,4,8.7,0.1,3.48,31.32,6.0,24.0,7.32
79541,36507,40,1,135.09,0.0,0.0,135.09,125.84,125.84,9.25
79542,36507,331,2,32.69,0.15,9.81,55.57,19.33,38.66,16.91
79543,36508,163,2,97.75,0.0,0.0,195.5,73.16,146.32,49.18
79544,36509,309,2,39.5,0.05,3.95,75.05,20.47,40.94,34.11
79545,36509,313,1,35.77,0.15,5.37,30.4,25.34,25.34,5.06
79546,36510,38,1,484.71,0.05,24.24,460.47,382.42,382.42,78.05
79547,36510,236,3,37.68,0.0,0.0,113.04,24.96,74.88,38.16
79548,36511,193,1,12.39,0.0,0.0,12.39,6.21,6.21,6.18
79549,36512,174,2,7.77,0.1,1.55,13.99,5.08,10.16,3.83
79550,36513,380,2,13.34,0.25,6.67,20.01,7.57,15.14,4.87
79551,36513,483,2,107.87,0.1,21.57,194.17,64.03,128.06,66.11
79552,36513,186,1,8.1,0.05,0.4,7.7,5.41,5.41,2.29
79553,36513,34,1,127.78,0.05,6.39,121.39,113.97,113.97,7.42
79554,36514,109,3,18.61,0.1,5.58,50.25,9.9,29.7,20.55
79555,36515,100,2,10.42,0.05,1.04,19.8,6.63,13.26,6.54
79556,36516,295,2,14.21,0.2,5.68,22.74,13.65,27.3,-4.56
79557,36517,236,3,39.02,0.0,0.0,117.06,24.96,74.88,42.18
79558,36517,3,1,484.31,0.1,48.43,435.88,402.2,402.2,33.68
79559,36518,186,2,8.21,0.0,0.0,16.42,5.41,10.82,5.6
79560,36519,237,3,95.68,0.05,14.35,272.69,57.42,172.26,100.43
79561,36519,493,5,43.64,0.0,0.0,218.2,28.16,140.8,77.4
79562,36520,3,1,494.13,0.2,98.83,395.3,402.2,402.2,-6.9
79563,36520,13,2,83.44,0.2,33.38,133.5,71.12,142.24,-8.74
79564,36520,288,2,5.42,0.0,0.0,10.84,2.78,5.56,5.28
79565,36521,483,3,109.94,0.05,16.49,313.33,64.03,192.09,121.24
79566,36522,469,1,150.37,0.0,0.0,150.37,67.39,67.39,82.98
79567,36522,177,4,5.23,0.05,1.05,19.87,1.59,6.36,13.51
79568,36523,37,1,190.15,0.0,0.0,190.15,179.42,179.42,10.73
79569,36523,188,2,34.84,0.15,10.45,59.23,11.64,23.28,35.95
79570,36524,100,1,10.61,0.0,0.0,10.61,6.63,6.63,3.98
79571,36524,153,3,33.36,0.0,0.0,100.08,10.37,31.11,68.97
79572,36524,313,2,34.89,0.0,0.0,69.78,25.34,50.68,19.1
79573,36525,13,1,85.92,0.0,0.0,85.92,71.12,71.12,14.8
79574,36526,3,1,482.58,0.0,0.0,482.58,402.2,402.2,80.38
79575,36526,249,3,83.22,0.05,12.48,237.18,59.34,178.02,59.16
79576,36527,468,2,45.8,0.2,18.32,73.28,22.55,45.1,28.18
79577,36528,313,3,34.44,0.25,25.83,77.49,25.34,76.02,1.47
79578,36528,447,3,45.62,0.0,0.0,136.86,33.7,101.1,35.76
79579,36528,132,2,31.1,0.25,15.55,46.65,11.05,22.1,24.55
79580,36528,321,1,25.57,0.1,2.56,23.01,18.48,18.48,4.53
79581,36529,129,4,25.14,0.0,0.0,100.56,14.4,57.6,42.96
79582,36530,280,1,41.98,0.0,0.0,41.98,35.28,35.28,6.7
79583,36531,313,5,35.18,0.0,0.0,175.9,25.34,126.7,49.2
79584,36531,100,2,10.33,0.0,0.0,20.66,6.63,13.26,7.4
79585,36531,471,1,53.7,0.05,2.69,51.01,29.32,29.32,21.69
79586,36531,282,2,11.39,0.0,0.0,22.78,6.62,13.24,9.54
79587,36531,59,1,60.67,0.2,12.13,48.54,40.13,40.13,8.41
79588,36532,313,1,35.25,0.2,7.05,28.2,25.34,25.34,2.86
79589,36532,109,3,18.34,0.0,0.0,55.02,9.9,29.7,25.32
79590,36532,158,2,26.4,0.05,2.64,50.16,23.64,47.28,2.88
79591,36532,404,3,34.29,0.1,10.29,92.58,30.18,90.54,2.04
79592,36532,254,3,25.2,0.15,11.34,64.26,12.33,36.99,27.27
79593,36533,100,3,10.56,0.2,6.34,25.34,6.63,19.89,5.45
